,Artist,Genres,Popularity,Followers
7295,Meursault,"['chamber psych', 'scottish rock']",29,3596.0
7296,The Dust of Men,"['anthem worship', 'christian uplift']",34,2946.0
7297,Bright Light Bright Light,"['metropopolis', 'welsh rock']",35,6647.0
7298,Lovebirds,"['deep disco house', 'deep house', 'disco house', 'groove room', 'house', 'nu disco', 'vocal house']",50,14860.0
7299,Merk & Kremont,"['big room', 'deep big room', 'edm', 'electro house', 'house', 'progressive electro house', 'progressive house', 'sky room']",60,35230.0
7300,The Vespers,['none'],32,9672.0
7301,Audra Mae & The Forest Rangers,['alternative roots rock'],38,2341.0
7302,Children Collide,"['australian hip hop', 'deep australian indie']",35,5669.0
7303,Pretty Lights,"['brostep', 'edm', 'electronic trap', 'glitch hop', 'jam band']",64,385268.0
7304,Asura,"['ambient', 'chillstep', 'deep chiptune', 'new tribe', 'psychedelic trance', 'psychill']",43,13997.0
7305,Son Lux,"['abstract hip hop', 'indie r&b']",59,115361.0
7306,Die Hard Cafe,['stomp pop'],0,8.0
7307,Jason Walker,"['neo mellow', 'pop rock', 'post-teen pop', 'viral pop']",57,67573.0
7308,The Replacements,"['alternative country', 'alternative pop', 'alternative rock', 'anti-folk', 'dance rock', 'dream pop', 'folk rock', 'garage rock', 'gbvfi', 'indie rock', 'jangle pop', 'lo-fi', 'modern rock', 'neo-psychedelic', 'new wave', 'noise pop', 'noise rock', 'permanent wave', 'pop rock', 'post-hardcore', 'post-punk', 'power pop', 'pub rock', 'punk', 'punk blues', 'rock', 'roots rock', 'singer-songwriter', 'slow core']",57,75777.0
7309,Jamie Lawson,"['indie anthem-folk', 'neo mellow']",67,73443.0
7310,Japhy's Descent,['none'],2,71.0
7311,The Score,['none'],66,46180.0
7312,Ocean Park Standoff,['none'],53,5126.0
7313,Kele,"['alternative dance', 'dance-punk', 'indietronica', 'new rave']",50,26797.0
7314,Bogan Via,['indie psych-rock'],34,3447.0
7315,Public,['indie rockism'],42,4569.0
7316,Gang Signs,['indie psych-rock'],26,905.0
7317,Filter,"['alternative metal', 'alternative rock', 'funk rock', 'grunge', 'industrial metal', 'industrial rock', 'nu metal', 'pop rock', 'post-grunge', 'rap metal', 'rap rock', 'rock']",57,92436.0
7318,Simon Emanuel,"['deep swedish hip hop', 'swedish hip hop']",32,2430.0
7319,The Dead Weather,"['alternative rock', 'blues-rock', 'dance-punk', 'garage rock', 'indie rock', 'modern blues', 'modern rock', 'punk blues']",56,178446.0
7320,Enemies,"['math pop', 'post rock', 'progressive post-hardcore']",38,10329.0
7321,The Lemon Twigs,['none'],50,32227.0
7322,Tiger Trap,"['c86', 'riot grrrl', 'twee pop']",25,2398.0
7323,Atilano Muradas,['none'],9,203.0
7324,Years & Years,"['dance pop', 'edm', 'gauze pop', 'house', 'pop', 'post-teen pop', 'tropical house']",74,677009.0
7325,Magnetic Man,['dubstep'],43,33032.0
7326,Heritage Singers,"['christian relaxative', 'louvor']",46,10352.0
7327,Osunlade,"['chicago house', 'deep house', 'disco house', 'vocal house']",45,10813.0
7328,Jadu Heart,"['deep indie r&b', 'indie r&b', 'vapor soul', 'vapor twitch']",46,5353.0
7329,Feint,"['brostep', 'catstep', 'chillstep', 'complextro', 'edm', 'electro house', 'tracestep']",60,53120.0
7330,Dizzy Wright,"['deep underground hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop', 'underground pop rap', 'west coast trap']",67,168003.0
7331,Imagined Herbal Flows,"['chillhop', 'vapor twitch']",46,11281.0
7332,Danny Baranowsky,"['antiviral pop', 'deep chiptune', 'otacore', 'scorecore', 'video game music']",52,15003.0
7333,Blitzen Trapper,"['alternative country', 'chamber pop', 'deep new americana', 'folk christmas', 'folk-pop', 'indie christmas', 'indie folk', 'indie pop', 'indie rock', 'jam band', 'modern blues', 'modern rock', 'new americana', 'portland indie', 'roots rock', 'stomp and holler']",56,66121.0
7334,Betty Steeles,['none'],11,81.0
7335,Amber Mark,"['deep indie r&b', 'indie r&b', 'vapor soul']",59,11677.0
7336,Matt Borden,"['outlaw country', 'redneck', 'texas country']",40,4095.0
7337,The Cinematics,"['british indie rock', 'dance-punk', 'garage rock', 'indie rock', 'modern rock', 'new rave', 'scottish rock']",36,10106.0
7338,Brokeback,['slow core'],20,1214.0
7339,Here We Go Magic,"['brooklyn indie', 'chamber pop', 'chamber psych', 'chillwave', 'freak folk', 'indie pop', 'indie rock', 'indietronica', 'neo-psychedelic', 'new weird america', 'noise pop', 'nu gaze', 'shimmer pop']",43,29523.0
7340,Tullycraft,"['c86', 'indie fuzzpop', 'twee pop']",22,1767.0
7341,Empathy Test,"['indie psych-rock', 'retro electro']",41,4338.0
7342,The Wailin' Jennys,"['folk', 'folk-pop', 'lilith', 'new americana', 'progressive bluegrass']",49,43321.0
7343,FRND,['indie poptimism'],55,9419.0
7344,1987,"['deep swedish indie pop', 'swedish indie pop']",34,2501.0
7345,Sons And Daughters,['none'],28,4417.0
7346,Krill,"['boston rock', 'indie garage rock', 'indie punk', 'preverb']",30,3562.0
7347,Jacob Whitesides,"['channel pop', 'pop', 'post-teen pop', 'teen pop', 'viral pop']",60,189650.0
7348,Panda Da Panda,"['deep swedish indie pop', 'swedish alternative rock', 'swedish eurodance', 'swedish hip hop', 'swedish idol pop', 'swedish indie pop', 'swedish indie rock', 'swedish pop']",53,29363.0
7349,Battleme,['alternative roots rock'],43,7866.0
7350,New Young Pony Club,"['alternative dance', 'dance-punk', 'electroclash', 'indietronica', 'new rave', 'synthpop']",41,24002.0
7351,My Ending Reign,['post-screamo'],26,300.0
7352,Islander,['none'],41,12225.0
7353,The Marked Men,"['garage pop', 'garage punk', 'indie punk', 'melodic hardcore', 'orgcore', 'power-pop punk']",35,4488.0
7354,Dave Melillo,"['alternative pop rock', 'dreamo', 'pop punk']",22,1483.0
7355,Rick Pino,"['anthem worship', 'deep ccm', 'worship']",44,16714.0
7356,Mosaic MSC,"['anthem worship', 'christian uplift', 'worship']",59,22355.0
7357,Wayfarers,['none'],30,897.0
7358,Owen,"['alternative emo', 'chamber pop', 'dreamo', 'emo', 'emo punk', 'indie pop']",48,21177.0
7359,Graveyard,"['garage rock', 'psychedelic doom', 'retro metal', 'sludge metal', 'stoner metal', 'stoner rock']",53,84450.0
7360,Hudson Taylor,"['indie anthem-folk', 'indie folk', 'shiver pop']",52,61215.0
7361,ROMES,['none'],45,2547.0
7362,Mayhaw Hoons and the Outsiders,['none'],0,7.0
7363,The Bloody Beetroots,"['alternative dance', 'complextro', 'edm', 'electro house', 'electronic', 'fidget house', 'filter house', 'new rave']",56,131930.0
7364,Sunglasses Kid,['retro electro'],31,1085.0
7365,Reigning Sound,"['garage pop', 'garage punk', 'garage rock', 'power pop', 'pub rock', 'punk blues']",39,7832.0
7366,Katohjärta,"['deep swedish indie pop', 'swedish indie pop', 'swedish indie rock']",26,364.0
7367,Thomas Stone,['none'],0,2.0
7368,Richmond Fontaine,"['alternative country', 'new americana', 'roots rock', 'slow core']",33,4671.0
7369,Brant Bjork,"['garage rock', 'grunge', 'neo-psychedelic', 'psychedelic doom', 'retro metal', 'sludge metal', 'space rock', 'stoner metal', 'stoner rock']",45,24114.0
7370,Rose Cousins,"['canadian indie', 'ectofolk', 'folk', 'lilith']",33,3471.0
7371,Storm Smith,['indie anthem-folk'],25,1321.0
7372,Sick Individuals,"['big room', 'deep big room', 'deep pop edm', 'dutch house', 'edm', 'electro house', 'house', 'progressive electro house', 'progressive house', 'sky room', 'tropical house']",58,43261.0
7373,The Beach,['indie anthem-folk'],55,12723.0
7374,Vampire Weekend,"['alternative dance', 'alternative rock', 'brooklyn indie', 'folk-pop', 'garage rock', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'neo-psychedelic', 'new rave', 'stomp and holler', 'synthpop']",73,964415.0
7375,Noisestorm,"['brostep', 'catstep', 'chillstep', 'complextro', 'edm', 'electro house', 'filthstep', 'tracestep', 'zapstep']",54,47504.0
7376,Late Night Radio,['none'],39,3262.0
7377,Paces,['deep australian indie'],53,6966.0
7378,Carmada,"['deep australian indie', 'vapor twitch']",50,12823.0
7379,Young Lions,"['anthem emo', 'post-screamo']",44,3893.0
7380,Jakob Karlberg,"['deep pop edm', 'swedish folk pop', 'swedish idol pop', 'swedish pop']",54,5649.0
7381,The Mayries,"['channel pop', 'neo mellow', 'viral pop']",68,3957.0
7382,Richard Swift,['freak folk'],42,7698.0
7383,Bright Eyes & Neva Dinova,['none'],32,2317.0
7384,Gurf Morlix,"['alternative country', 'country blues', 'country rock', 'deep new americana', 'folk', 'new americana', 'outlaw country', 'piedmont blues', 'roots rock', 'texas country', 'traditional folk']",36,2541.0
7385,Emilie Nicolas,"['norwegian indie', 'norwegian pop']",50,15676.0
7386,Jesse Boykins III,"['deep indie r&b', 'indie jazz', 'indie r&b', 'neo soul']",59,36309.0
7387,September,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'swedish idol pop', 'swedish pop']",54,85856.0
7388,Fauve,"['french indie pop', 'french indietronica', 'french rock']",56,92568.0
7389,"Right Away, Great Captain!","['dreamo', 'indie folk']",46,19306.0
7390,Jennie Abrahamson,"['deep swedish indie pop', 'swedish indie pop', 'swedish indie rock']",37,6528.0
7391,Pablie,['none'],11,300.0
7392,Sandra McCracken,"['acoustic pop', 'anthem worship', 'christian uplift', 'folk christmas', 'indiecoustica']",46,9243.0
7393,Headphones,['none'],25,2321.0
7394,Theme Park,"['alt-indie rock', 'shimmer pop']",36,10729.0
7395,Rob Swift,"['alternative hip hop', 'turntablism']",25,2923.0
7396,The Shins,"['albuquerque indie', 'alternative rock', 'chamber pop', 'folk christmas', 'folk-pop', 'garage rock', 'indie christmas', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'lo-fi', 'modern rock', 'neo-psychedelic', 'pop rock', 'stomp and holler']",71,638715.0
7397,Sweatshop Union,"['abstract hip hop', 'underground pop rap', 'underground rap']",46,12222.0
7398,Pentatonix,"['a cappella', 'pop christmas', 'viral pop']",76,1560294.0
7399,Quadron,"['deep danish pop', 'deep indie r&b', 'indie r&b', 'neo soul']",48,42805.0
7400,Odds,['canadian indie'],31,1399.0
7401,Shockline,['chillstep'],35,2338.0
7402,White Crow,['none'],0,3.0
7403,SEU Worship,"['anthem worship', 'deep ccm']",52,6955.0
7404,CYNE,"['alternative hip hop', 'ambeat', 'hip hop', 'underground rap']",39,12421.0
7405,Ingebjørg Bratland,"['classic norwegian pop', 'norwegian indie', 'norwegian pop']",50,9776.0
7406,Hidden Citizens,['epicore'],50,7882.0
7407,Tinashe,"['dance pop', 'deep pop r&b', 'hip pop', 'indie r&b', 'metropopolis', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",78,603520.0
7408,Get Inuit,['alt-indie rock'],33,3322.0
7409,Chris Robinson & The New Earth Mud,['none'],28,3039.0
7410,Savoir Adore,"['chillwave', 'indie pop', 'indie poptimism', 'indie psych-rock', 'indietronica', 'metropopolis', 'shimmer pop']",54,22132.0
7411,Shortstraw,"['indie psych-rock', 'indie rockism']",43,5375.0
7412,Erik Nieder,"['anthem worship', 'christian uplift']",43,1617.0
7413,XTC,"['alternative rock', 'art rock', 'britpop', 'dance rock', 'funk rock', 'indie rock', 'jangle pop', 'madchester', 'neo-psychedelic', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'power pop', 'pub rock', 'singer-songwriter', 'synthpop', 'uk post-punk', 'zolo']",56,59509.0
7414,Move.meant,['underground rap'],26,1885.0
7415,The Chainsmokers,"['pop', 'tropical house']",92,3634300.0
7416,The Tree Ring,['stomp and whittle'],26,1710.0
7417,3d in Your Face,['none'],1,67.0
7418,R5,"['pop', 'post-teen pop', 'teen pop', 'viral pop']",65,433274.0
7419,blessthefall,"['melodic metalcore', 'metalcore', 'post-screamo', 'screamo']",58,225936.0
7420,Nine Black Alps,"['british indie rock', 'dance-punk', 'garage rock', 'indie rock', 'modern rock']",38,6466.0
7421,Susanne Sundfør,"['metropopolis', 'norwegian indie', 'norwegian pop', 'norwegian rock']",65,115111.0
7422,Cory Asbury,"['anthem worship', 'christian uplift', 'deep ccm', 'worship']",43,19928.0
7423,Headlights,"['folk christmas', 'indie christmas', 'indie pop']",22,2092.0
7424,The London Souls,"['deep new americana', 'electric blues', 'modern blues']",35,10895.0
7425,Blind Melon,"['alternative metal', 'alternative rock', 'blues-rock', 'classic rock', 'funk rock', 'garage rock', 'grunge', 'jam band', 'pop rock', 'post-grunge', 'psychedelic rock', 'rock']",65,196088.0
7426,Art Brut,"['british indie rock', 'dance-punk', 'garage rock', 'indie rock', 'modern rock', 'new rave']",36,9844.0
7427,Field Music,['chamber psych'],37,18396.0
7428,Kyo Itachi,"['ambeat', 'chillhop']",43,6174.0
7429,Cat's Eyes,['chamber psych'],31,8495.0
7430,Songs: Ohia,"['alternative country', 'alternative rock', 'anti-folk', 'chamber pop', 'dream pop', 'folk-pop', 'freak folk', 'indie folk', 'indie rock', 'lo-fi', 'neo-psychedelic', 'new weird america', 'noise pop', 'post rock', 'roots rock', 'singer-songwriter', 'slow core', 'stomp and holler']",51,29005.0
7431,Melodime,['none'],22,1286.0
7432,Ki:Theory,['none'],49,11664.0
7433,Carbon Leaf,"['celtic christmas', 'celtic rock', 'pop christmas', 'pop rock', 'rva indie']",42,12652.0
7434,Fu Manchu,"['alternative metal', 'alternative rock', 'doom metal', 'funk rock', 'garage rock', 'grunge', 'neo-psychedelic', 'psychedelic doom', 'retro metal', 'sludge metal', 'stoner metal', 'stoner rock']",51,57915.0
7435,Emarosa,"['emo', 'metalcore', 'pop punk', 'post-hardcore', 'post-screamo', 'progressive post-hardcore', 'screamo']",59,99743.0
7436,Mike Craftsman,['none'],28,74.0
7437,Donovan Woods,"['acoustic pop', 'chamber pop', 'deep new americana', 'folk-pop', 'indie anthem-folk', 'indie folk', 'indiecoustica', 'neo mellow', 'new americana', 'stomp and flutter', 'stomp and holler']",61,12975.0
7438,Redlight,"['bass music', 'deep groove house', 'grime', 'house', 'speed garage', 'tropical house', 'uk funky', 'uk garage']",55,35992.0
7439,Colour Haze,"['neo-psychedelic', 'psychedelic doom', 'retro metal', 'sludge metal', 'space rock', 'stoner metal', 'stoner rock']",45,27197.0
7440,Arca,"['bass music', 'chamber pop', 'chamber psych', 'chillwave', 'electronic', 'escape room', 'fluxwork', 'freak folk', 'indie r&b', 'indietronica', 'new rave', 'outsider house', 'vaporwave']",53,48270.0
7441,B. Fleischmann,['electronica'],30,5427.0
7442,The Western Den,['none'],12,527.0
7443,Frog Eyes,['freak folk'],18,2515.0
7444,Team Me,"['norwegian indie', 'norwegian pop', 'norwegian rock']",36,18794.0
7445,Young Franco,"['aussietronica', 'deep australian indie', 'deep indie r&b', 'vapor soul']",52,8042.0
7446,The Appleseed Cast,"['alternative emo', 'dreamo', 'emo', 'emo punk', 'post rock', 'post-hardcore']",38,16910.0
7447,Flux Pavilion,"['bass trap', 'brostep', 'catstep', 'dubstep', 'edm', 'electro house', 'electronic trap', 'moombahton']",72,385310.0
7448,Robyn Sherwell,['indie anthem-folk'],50,8143.0
7449,Myzica,"['indie poptimism', 'metropopolis']",46,2894.0
7450,End Of Fashion,"['australian alternative rock', 'perth indie']",34,2160.0
7451,Vit Päls,"['deep swedish indie pop', 'swedish indie pop', 'swedish indie rock']",33,3319.0
7452,Symmetry,['retro electro'],39,4105.0
7453,Scouuts,['none'],37,99.0
7454,Daniela Andrade & New Heights,"['channel pop', 'viral pop']",45,416.0
7455,Varien,"['brostep', 'catstep', 'chillstep', 'complextro', 'deep chiptune', 'downtempo', 'edm', 'electro house', 'filthstep', 'tracestep', 'zapstep']",51,28458.0
7456,Death Grips,"['alternative hip hop', 'escape room', 'hip hop', 'indie r&b', 'noise pop', 'underground hip hop']",63,179208.0
7457,Joseph Ember,['none'],35,255.0
7458,Sequoyah,['none'],11,301.0
7459,Troi Irons,['none'],34,1585.0
7460,Peaking Lights,"['chamber psych', 'fluxwork', 'freak folk']",37,16150.0
7461,Casino Versus Japan,"['ambient', 'chillwave', 'drift', 'drill and bass', 'electronic', 'glitch', 'intelligent dance music', 'ninja', 'vaporwave']",43,8092.0
7462,Geographer,"['bay area indie', 'chamber pop', 'chillwave', 'indie pop', 'indie psych-rock', 'indietronica', 'shimmer pop']",47,42105.0
7463,City of Souls,['none'],27,1530.0
7464,Allo Darlin',"['c86', 'indie christmas', 'twee pop']",34,8574.0
7465,J Rice,"['alternative r&b', 'antiviral pop', 'viral pop']",52,12550.0
7466,Vintage & Morelli,"['progressive house', 'progressive trance house', 'uplifting trance']",42,2597.0
7467,Justin Stone,"['bass trap', 'deep underground hip hop', 'underground pop rap']",57,13242.0
7468,[ingenting],"['deep swedish indie pop', 'swedish indie pop', 'swedish indie rock']",34,3674.0
7469,Fall Of Envy,['hard alternative'],39,3282.0
7470,Magnus Carlson,"['classic swedish pop', 'swedish folk pop', 'swedish idol pop', 'swedish indie pop', 'swedish indie rock', 'swedish pop']",54,8891.0
7471,Hootie & The Blowfish,"['alternative rock', 'mellow gold', 'neo mellow', 'pop christmas', 'pop rock', 'post-grunge', 'rock', 'singer-songwriter']",62,125811.0
7472,Insan3lik3,"['catstep', 'chillstep', 'complextro', 'tracestep']",42,16446.0
7473,Jaycob Curlee,['channel pop'],35,1814.0
7474,Isla Vista Worship,"['anthem worship', 'christian uplift', 'deep ccm']",48,10579.0
7475,Fricky,"['deep swedish hip hop', 'swedish hip hop']",47,440.0
7476,Bräkne Hoby,['none'],18,309.0
7477,The Stray Birds,"['deep new americana', 'new americana', 'progressive bluegrass', 'stomp and holler']",48,9237.0
7478,Kathryn Joseph,['chamber psych'],23,1817.0
7479,Editors,"['alternative dance', 'alternative rock', 'britpop', 'dance-punk', 'garage rock', 'indie rock', 'modern rock', 'new rave', 'rock']",62,260514.0
7480,Jon Foreman,"['acoustic pop', 'anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian rock', 'christian uplift', 'dreamo', 'folk-pop', 'indiecoustica', 'neo mellow', 'worship']",54,73206.0
7481,Blur,"['alternative rock', 'britpop', 'classic rock', 'dance rock', 'electronic', 'funk rock', 'garage rock', 'indie rock', 'modern rock', 'neo-psychedelic', 'new wave', 'permanent wave', 'pop rock', 'rock']",72,736301.0
7482,Eagulls,"['alt-indie rock', 'garage psych', 'leeds indie', 'noise pop', 'nu gaze']",40,17664.0
7483,Philip George,"['deep groove house', 'disco house', 'house', 'tropical house']",60,34898.0
7484,Balance And Composure,"['alternative emo', 'anthem emo', 'dreamo', 'emo', 'melodic hardcore', 'pop punk', 'post-hardcore', 'progressive post-hardcore', 'screamo']",56,65238.0
7485,Foxing,"['alternative emo', 'anthem emo', 'dreamo', 'progressive post-hardcore']",54,40606.0
7486,The Flatliners,"['alternative emo', 'folk punk', 'melodic hardcore', 'orgcore', 'pop punk', 'punk', 'ska', 'ska punk', 'skate punk']",54,25696.0
7487,Human Highway,['none'],27,1104.0
7488,Huey Mack,"['deep underground hip hop', 'underground pop rap']",50,23434.0
7489,WorshipMob,"['anthem worship', 'deep ccm', 'worship']",43,11806.0
7490,Josh Savage,['indie anthem-folk'],35,4872.0
7491,Djedjotronic,['destroy techno'],28,4047.0
7492,Ramshackle Glory,"['anti-folk', 'folk punk', 'ska punk']",45,16374.0
7493,Everything Everything,"['alt-indie rock', 'alternative dance', 'chamber psych', 'dance-punk', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'shimmer pop']",64,122554.0
7494,Blue Hawaii,"['chillwave', 'indie dream pop', 'indie r&b', 'indietronica']",47,26266.0
7495,Thao & Mirah,['none'],25,5159.0
7496,Amber Pacific,"['emo', 'modern rock', 'piano rock', 'pop emo', 'pop punk', 'screamo']",48,25076.0
7497,Hailey Gardiner,['none'],31,1384.0
7498,No Trigger,"['alternative emo', 'fast melodic punk', 'melodic hardcore', 'orgcore', 'skate punk']",35,4869.0
7499,Jakob Hellman,"['classic swedish pop', 'deep swedish indie pop', 'swedish folk pop', 'swedish indie pop', 'swedish indie rock', 'swedish pop']",43,9211.0
7500,Sullivan,['dreamo'],16,1153.0
7501,Jeffrey Lewis,"['anti-folk', 'folk punk', 'lo-fi']",39,13763.0
7502,Damien Dempsey,"['alternative roots rock', 'celtic', 'celtic christmas', 'irish folk', 'irish rock']",42,10471.0
7503,Mc Cool Whip,['nerdcore'],4,97.0
7504,Ghastly,"['bass trap', 'brostep', 'complextro', 'deep big room', 'edm', 'electro house', 'electronic trap', 'moombahton', 'zapstep']",56,51205.0
7505,Waking Ashland,"['dreamo', 'emo', 'piano rock', 'pop punk']",23,3180.0
7506,The Foxies,"['indie poptimism', 'indie rockism']",30,917.0
7507,The Used,"['alternative metal', 'emo', 'metalcore', 'modern rock', 'nu metal', 'pop punk', 'pop rock', 'post-grunge', 'post-hardcore', 'screamo']",67,349976.0
7508,J. Holiday,"['alternative r&b', 'bassline', 'dance pop', 'deep pop r&b', 'hip pop', 'indie r&b', 'neo soul', 'new jack swing', 'pop', 'pop rap', 'quiet storm', 'r&b', 'southern hip hop', 'trap music', 'urban contemporary']",61,285909.0
7509,Meadowlark,"['indie anthem-folk', 'indie folk', 'indie poptimism', 'vapor pop', 'vapor soul']",60,13233.0
7510,Manfred Mann,"['brill building pop', 'british blues', 'british invasion', 'bubblegum pop', 'christmas', 'classic rock', 'folk rock', 'mellow gold', 'merseybeat', 'motown', 'psychedelic rock', 'rock-and-roll', 'rockabilly']",55,43134.0
7511,Jackson Breit,['underground pop rap'],56,10172.0
7512,DIIV,"['alternative dance', 'alternative rock', 'brooklyn indie', 'chamber psych', 'chillwave', 'dance-punk', 'dream pop', 'freak folk', 'garage psych', 'garage rock', 'indie garage rock', 'indie pop', 'indie psych-rock', 'indie rock', 'indietronica', 'lo-fi', 'modern rock', 'neo-psychedelic', 'new rave', 'noise pop', 'noise rock', 'nu gaze', 'preverb', 'shimmer pop', 'space rock', 'synthpop']",61,125177.0
7513,Kite,"['deep swedish indie pop', 'swedish indie pop', 'swedish indie rock']",39,5971.0
7514,Noah And The Whale,"['anti-folk', 'chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'indie rock', 'modern rock', 'neo mellow', 'pop rock', 'stomp and holler']",62,300931.0
7515,Jake Etheridge,"['channel pop', 'indie anthem-folk', 'indiecoustica']",45,2246.0
7516,Cinders,['none'],37,2743.0
7517,Staind,"['alternative metal', 'alternative rock', 'nu metal', 'pop rock', 'post-grunge', 'rap metal', 'rap rock', 'rock']",71,591122.0
7518,Sky Sailing,['alternative pop rock'],40,19632.0
7519,Tomaz Hernandez,['none'],0,1.0
7520,Sisterbrother,"['anthem worship', 'christian uplift', 'deep ccm', 'indiecoustica']",38,6177.0
7521,Alisa Turner,['none'],50,546.0
7522,9 Lazy 9,"['acid jazz', 'big beat', 'downtempo', 'ninja', 'nu jazz', 'trip hop', 'turntablism']",35,6910.0
7523,Jess Moskaluke,"['canadian country', 'channel pop', 'country christmas', 'viral pop']",49,9660.0
7524,Elektrik People,['none'],37,4690.0
7525,Rennata,['none'],11,60.0
7526,Netherfriends,"['indie pop', 'indie psych-rock', 'shimmer pop', 'vapor soul']",54,10346.0
7527,TOPS,"['chamber psych', 'chillwave', 'dream pop', 'escape room', 'freak folk', 'garage psych', 'indie garage rock', 'indie psych-rock', 'indie r&b', 'indietronica', 'neo-psychedelic', 'preverb', 'shiver pop']",55,24474.0
7528,Gossip,"['alternative dance', 'dance-punk', 'electroclash', 'garage rock', 'new rave', 'pop rock', 'synthpop']",56,197440.0
7529,Russ,"['dwn trap', 'pop rap', 'rap', 'trap music']",86,730517.0
7530,FirstCom Cinematic Orchestra,['epicore'],22,165.0
7531,Dave Stamey,['cowboy western'],36,2203.0
7532,Passiflora,['tico'],35,12448.0
7533,The Pack a.d.,"['garage rock', 'modern blues', 'punk blues', 'vancouver indie']",43,14534.0
7534,Holly Herndon,"['escape room', 'fluxwork']",28,13265.0
7535,Honey G,['talent show'],27,9377.0
7536,People Under The Stairs,"['alternative hip hop', 'hardcore hip hop', 'hip hop', 'turntablism']",56,61007.0
7537,Boys of Fall,"['anthem emo', 'post-screamo']",42,4597.0
7538,Celldweller,"['alternative metal', 'deep chiptune', 'heavy christmas', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']",60,94312.0
7539,Tourist,"['deep australian indie', 'deep indie r&b', 'indie r&b', 'tropical house', 'vapor soul', 'vapor twitch']",58,51141.0
7540,Romare,"['alternative dance', 'bass music', 'chamber psych', 'deep house', 'deep indie r&b', 'electronic', 'float house', 'french indietronica', 'future garage', 'indie jazz', 'indie r&b', 'indietronica', 'microhouse', 'new rave', 'ninja', 'trip hop', 'wonky']",56,36095.0
7541,Christian Carcamo,['none'],32,1000.0
7542,Jeffrey Martin,"['deep new americana', 'new americana', 'stomp and flutter', 'stomp and holler']",42,3117.0
7543,Shpongle,"['downtempo', 'new tribe', 'psychedelic trance', 'psychill']",52,86670.0
7544,Opposite the Other,['indie rockism'],35,1796.0
7545,Woven in Hiatus,['anthem emo'],32,2211.0
7546,Ella Mai,"['dance pop', 'deep indie r&b', 'deep pop r&b', 'dwn trap', 'indie r&b', 'pop', 'r&b', 'urban contemporary']",69,79531.0
7547,Girl Ray,"['alt-indie rock', 'chamber psych', 'garage psych', 'preverb']",44,4081.0
7548,DJ Format,"['big beat', 'ninja', 'trip hop', 'turntablism']",40,11751.0
7549,All The Day Holiday,['dreamo'],9,458.0
7550,Annabel Jones,"['indie poptimism', 'metropopolis', 'vapor soul']",45,7065.0
7551,Ostrea Lake,['none'],31,257.0
7552,Zack Hemsey,"['epicore', 'scorecore', 'soundtrack', 'video game music']",57,41766.0
7553,Felix Snow,['none'],73,10884.0
7554,Allie X,"['dance pop', 'escape room', 'indie poptimism', 'indie r&b', 'indietronica', 'metropopolis', 'pop', 'synthpop', 'vapor soul']",62,54913.0
7555,Wavves,"['alternative rock', 'chillwave', 'dance-punk', 'freak folk', 'garage rock', 'indie garage rock', 'indie pop', 'indie psych-rock', 'indie punk', 'indie rock', 'indietronica', 'lo-fi', 'modern rock', 'neo-psychedelic', 'new rave', 'noise pop', 'noise rock', 'nu gaze', 'preverb']",59,134574.0
7556,Ronan Baker,['none'],0,1.0
7557,Porcelain Black,['strut'],41,27578.0
7558,Gene Pierson,['none'],5,44.0
7559,Anika,"['chamber psych', 'freak folk', 'new weird america', 'no wave']",41,11053.0
7560,Eric Saade,"['europop', 'swedish idol pop', 'swedish pop']",56,163135.0
7561,Lindi Ortega,"['alternative country', 'country christmas', 'deep new americana', 'folk christmas', 'new americana']",46,12771.0
7562,Andrew Bell,['deep acoustic pop'],3,89.0
7563,bob hund,"['classic swedish pop', 'deep swedish indie pop', 'swedish alternative rock', 'swedish indie pop', 'swedish indie rock']",46,21722.0
7564,Dead To Me,"['alternative emo', 'folk punk', 'indie punk', 'melodic hardcore', 'orgcore', 'power-pop punk', 'punk', 'ska punk', 'skate punk']",41,9117.0
7565,Kelly Padrick,['none'],0,9.0
7566,morgxn,['indie poptimism'],55,4903.0
7567,Barenaked Ladies,"['alternative rock', 'canadian indie', 'canadian pop', 'comic', 'mellow gold', 'neo mellow', 'pop christmas', 'pop rock', 'post-grunge']",64,165616.0
7568,The B Foundation,['reggae rock'],35,4501.0
7569,Parker McCollum,"['deep texas country', 'outlaw country', 'texas country']",56,6424.0
7570,Fountains Of Wayne,"['alternative rock', 'indie christmas', 'pop christmas', 'pop rock', 'power pop']",62,55700.0
7571,Gwen Stefani,"['dance pop', 'europop', 'hip pop', 'pop', 'pop rap', 'pop rock', 'post-teen pop', 'r&b', 'urban contemporary']",78,1032270.0
